VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"100194","565","POTASSIUM DISSOLVED/FILTERED","POTASSIUM DISSOUS/FILTRÉ","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2632","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100195","370","ALUMINUM DISSOLVED","ALUMINIUM DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100196","386","BARIUM DISSOLVED","BARYUM DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100197","391","BERYLLIUM DISSOLVED","BÉRYLLIUM DISSOUS","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100198","409","CADMIUM DISSOLVED","CADMIUM DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100199","453","COBALT DISSOLVED","COBALT DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100200","460","CHROMIUM DISSOLVED","CHROME DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100201","467","COPPER DISSOLVED","CUIVRE DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100202","516","IRON DISSOLVED","FER DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100203","574","LITHIUM DISSOLVED","LITHIUM DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100204","588","MANGANESE DISSOLVED","MANGANÈSE DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100205","593","MOLYBDENUM DISSOLVED","MOLYBDÈNE DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100206","607","NICKEL DISSOLVED","NICKEL DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100207","678","LEAD DISSOLVED","PLOMB DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100208","819","STRONTIUM DISSOLVED","STRONTIUM DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100209","876","VANADIUM DISSOLVED","VANADIUM DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100210","887","ZINC DISSOLVED","ZINC DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100211","399","BORON DISSOLVED","BORE DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2633","DISSOLVED METALS MEASURED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH STANDARD SPRAY CHAMBER.","MÉTAUX DISSOUS MESURÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC CHAMBRE DE VAPORISATION STANDARD."
"100216","373","ALUMINUM TOTAL","ALUMINIUM TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100217","388","BARIUM TOTAL","BARYUM TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100218","393","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100219","412","CADMIUM TOTAL","CADMIUM TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100220","456","COBALT TOTAL","COBALT TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100221","463","CHROMIUM TOTAL","CHROME TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100222","470","COPPER TOTAL","CUIVRE TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100223","519","IRON TOTAL","FER TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100224","576","LITHIUM TOTAL","LITHIUM TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100225","591","MANGANESE TOTAL","MANGANÈSE TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100226","595","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100227","610","NICKEL TOTAL","NICKEL TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100228","683","LEAD TOTAL","PLOMB TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100229","823","STRONTIUM TOTAL","STRONTIUM TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100230","878","VANADIUM TOTAL","VANADIUM TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100231","890","ZINC TOTAL","ZINC TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100232","408","CALCIUM TOTAL","CALCIUM TOTAL","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100233","585","MAGNESIUM TOTAL","MAGNÉSIUM TOTAL","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100234","602","SODIUM TOTAL","SODIUM TOTAL","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100235","567","POTASSIUM TOTAL","POTASSIUM TOTAL","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2634","TOTAL METALS DETERMINED BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY WITH EXTERNAL NEBULIZER.","MÉTAUX TOTAUX DÉTERMINÉS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP) AVEC NÉBULISATEUR EXTERNE."
"100249","549","MERCURY TOTAL","MERCURE TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2639","DETERMINATION OF MERCURY CONCENTRATION USING FLAMELESS ATOMIC ABSORPTION ON AN AUTOANALYSER.","DÉTERMINATION DE LA CONCENTRATION DE MERCURE PAR ABSORPTION ATOMIQUE SANS FLAME SUR AUTOANALYSEUR."
"100250","379","ARSENIC TOTAL","ARSENIC TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2640","DETERMINATION OF TOTAL ARSENIC, ANTIMONY AND SELENIUM BY INDUCTIVELY COUPLED ARGON PLASMA","DÉTERMINATION DE L'ARSENIC, DE L'ANTIMOINE ET DU SÉLÉNIUM TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP)"
"100251","782","SELENIUM TOTAL","SÉLÉNIUM TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2640","DETERMINATION OF TOTAL ARSENIC, ANTIMONY AND SELENIUM BY INDUCTIVELY COUPLED ARGON PLASMA","DÉTERMINATION DE L'ARSENIC, DE L'ANTIMOINE ET DU SÉLÉNIUM TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP)"
"100252","766","ANTIMONY TOTAL","ANTIMOINE TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2640","DETERMINATION OF TOTAL ARSENIC, ANTIMONY AND SELENIUM BY INDUCTIVELY COUPLED ARGON PLASMA","DÉTERMINATION DE L'ARSENIC, DE L'ANTIMOINE ET DU SÉLÉNIUM TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP)"
"100253","376","ARSENIC DISSOLVED","ARSENIC DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2641","DETERMINATION OF DISSOLVED ARSENIC, ANTIMONY AND SELENIUM BY INDUCTIVELY COUPLED ARGON PLASMA","DÉTERMINATION DE L'ARSENIC, DE L'ANTIMOINE ET DU SÉLÉNIUM DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP)"
"100254","779","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2641","DETERMINATION OF DISSOLVED ARSENIC, ANTIMONY AND SELENIUM BY INDUCTIVELY COUPLED ARGON PLASMA","DÉTERMINATION DE L'ARSENIC, DE L'ANTIMOINE ET DU SÉLÉNIUM DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP)"
"100300","475","CARBON DISSOLVED INORGANIC","CARBONE INORGANIQUE DISSOUS","CARBON","CARBONE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2658","INORGANIC CARBON DETERMINED BY INFRARED ANALYSIS.","CARBONE INORGANIQUE DÉTERMINÉ PAR ANALYSE INFRAROUGE"
"100304","2652","NITRITE AND NITRATE FILTERED","NITRITES ET NITRATES FILTRÉS","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2671","FILTERED NITRATE AND NITRITE BY COLOURIMETRY ON TRAACS 800 AUTOANALYSER","NITRITES ET NITRATES FILTRÉS PAR COLORIMÉTRIE SUR AUTOANALYSEUR TRAACS 800"
"100305","2653","NITRITE AND NITRATE UNFILTERED","NITRITES ET NITRATES NON FILTRÉS","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2669","UNFILTERED NITRATE AND NITRITE DETERMINED BY COLOURIMETRY ON TRAACS 800 AUTOANALYSER","NITRITES ET NITRATES NON-FILTRÉS DÉTERMINÉS PAR COLORIMÉTRIE SUR AUTO-ANALYSEUR TRAACS 800"
"100306","2654","AMMONIA FILTERED","AZOTE AMMONIACAL FILTRÉ","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2672","FILTERED AMMONIA BY COLOURIMETRY ON TRACCS 800 AUTOANALYSER","AZOTE AMMONIACAL FILTRÉ PAR COLORIMÉTRIE SUR AUTOANALYSEUR TRAACS 800"
"100307","2655","AMMONIA UNFILTERED","AZOTE AMMONIACAL NON FILTRÉ","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2670","UNFILTERED AMMONIA DETERMINED BY COLOURIMETRY ON TRAACS 800 AUTOANALYSER","AZOTE AMMONIACAL NON-FILTRÉ DÉTERMINÉ PAR COLORIMÉTRIE SUR AUTO-ANALYSEUR TRAACS 800"
"100324","350","SILVER TOTAL","ARGENT TOTAL","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2650","ANALYSIS OF TOTAL SILVER IN UNFILTERED SAMPLES USING ICP-OES SPECTROMETER EQUIPPED WITH AN EXTERNAL NEBULIZER","ANALYSE DE L’ARGENT TOTAL DANS UN ÉCHANTILLON NON-FILTRÉ PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE-SPECTROMÉTRIE AVEC ÉMISSION OPTIQUE (ICP-OES) ÉQUIPÉE D’UN NÉBULISATEUR EXTERNE"
"100325","348","SILVER DISSOLVED","ARGENT DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2651","ANALYSIS OF DISSOLVED SILVER IN A FILTERED SAMPLES USING ICP-OES SPECTROMETER EQUIPPED WITH AN EXTERNAL NEBULIZER","ANALYSE DE L’ARGENT DISSOUS DANS UN ÉCHANTILLON FILTRÉ PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE-SPECTROMÉTRIE AVEC ÉMISSION OPTIQUE (ICP-OES) ÉQUIPÉE D’UN NÉBULISATEUR EXTERNE"
"10040","1658","NITRATE AND NITRITE (AS N)","NITRATES ET NITRITES (EN TANT QUE N)","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","4222","NITRATE PLUS NITRITE IN WATER ARE DETERMINED BY ENZYMATIC REDUCTION, AND COLORIMETRY USING CODA AT 540 NM.",NULL
"10041","532","FLUORIDE DISSOLVED","FLUORURE DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","153","DETERMINATION OF FLUORIDE IN WATERS, SOIL EXTRACTS, LEACHATES BY ISE.",NULL
